,date,headline,story
626," Feb 28, 2018 "," Amazon, Apple Struggle to Sit Out NRA Gun-Control Debate ", Gun-control activists are demanding that Amazon.com Inc. Chief Executive Officer Jeff Bezos do something he has carefully avoided: pick a side in a hot-button political debate.The online retailer... 
627," Feb 28, 2018 ", Amazon's Alexa Takes Open-Source Route to Beat Google Into Cars , Amazon.com Inc. is embracing open-source software in the race to get its voice-based Alexa digital assistant into cars ahead of Google.Amazon engineers are working with Nuance Communications Inc... 
628," Mar 4, 2018 "," EU Plans to Tax 2%-6% of Tech Giants' Sales, Le Maire Tells JDD "," different rules between countries. EU countries have been looking into methods to tax companies like Amazon.com Inc., Facebook Inc. and Alphabet Inc.’s Google in a way that captures the true value created... "
629," Feb 28, 2018 ", Bloomberg Markets: Is Amazon Go a Model for Retail of Future , Dir/Equity Research Analyst Keybanc Capital Markets Discussing if Amazon Go is a model for retail of the future. He says the Amazon Go concept could be more of a learning lab than a needle moving... 
630," Feb 27, 2018 ", Amazon to Buy Smart-Doorbell Maker Ring ,"                                                        Bloomberg's Alex Barinka explains why Amazon is interested in buying Ring, a smart-doorbell maker.  She speaks with Emily Chang on ""Bloomberg... "
631," Mar 5, 2018 ", Foxconn's China Bounty and a Headache in Taiwan , according to Venus Feng and Blake Schmidt of Bloomberg News. With tech titans Apple Inc. and Amazon.com Inc. as its key customers (the top five clients accounted for 73 percent of Foxconn Industrial's... 
632," Feb 27, 2018 ", Amazon Agrees to Buy Smart-Doorbell Startup Ring ," Amazon.com Inc. has agreed to buy connected-doorbell startup Ring Inc. for about $1 billion, a person familiar with the matter said.The move helps Amazon expand further into the consumer market... "
633," Feb 28, 2018 "," Amazon, Apple, Roku Taking Heat Over NRA TV "," Source: Bloomberg, 02:25Bloomberg’s Selina Wang and Spencer Soper discuss the backlash against technology companies for offering NRA TV through their streaming services. They speak on ""Bloomberg... "
634," Feb 28, 2018 ", Walmart-Amazon Battle Takes to Manhattan With Dueling Showcases ," event’s social-media theme, #AllOnAmazon. Walmart’s event had no hashtag -- and no mimosas, either.Amazon’s summer apparel stylesPhotographer: Lindsey Rupp/BloombergAmazon’s aggressive push into fashion... "
635," Feb 27, 2018 "," Apple, Google and Amazon Seem Unstoppable. Now What? ","                                                               Apple, Google parent Alphabet, Amazon, Microsoft and Facebook are the five most valuable companies in the U.S. They've been called... "
636," Mar 5, 2018 ", Trump’s Florida Fundraiser Flourishes as New Washington Lobbyist ," him to open an office in Washington.Foreign ClientsHe already represented companies including Amazon.com Inc., Reynolds American subsidiary RAI Services Co., and Uber Technologies, Inc. Since the... "
637," Feb 27, 2018 "," Apple, Google and Amazon Seem Unstoppable. Now What? "," Source: Bloomberg, 02:05Apple, Google parent Alphabet, Amazon, Microsoft and Facebook are the five most valuable companies in the U.S. They’ve been called the Big Five or the Frightful Five and... "
638," Feb 28, 2018 ", Amazon and Brexit Take Toll as Toys `R' Us U.K. and Maplin Fail ," Amazon.com Inc. and Brexit claimed two more victims on the U.K.’s shopping streets.Toys “R"" Us Inc.’s U.K. unit and electronics chain Maplin collapsed into the British equivalent of Chapter 11... "
639," Feb 28, 2018 ", Amazon Should Get an Open Goal from the Premier League Sky BT ," net income. That leaves Amazon. The Premier League should offer it a cut-price deal to broadcast the games through Prime Video. The streaming service is a benefit of Amazon Prime, which costs 79... "
640," Feb 28, 2018 ", Microsoft Looks to Lure Health-Care Companies to Its Cloud With New Tools ," industry, while Amazon does better with health startups, said Kris Gösser, marketing vice president at Datica, which helps health companies move to the cloud with Azure and Amazon Web Services. Many... "
641," Feb 27, 2018 ", Dimon Says He'll Fight for Tax Breaks Amazon Gets for HQ2 ," win Seattle-based Amazon’s second corporate seat, a project that’s expected to cost more than $5 billion and create 50,000 high-paying jobs over the next 10 to 15 years. Amazon narrowed the list... "
642," Feb 28, 2018 ", Alexa is Aiming to Enter the Car Market , Amazon wants to make Alexa your No. 1 co-pilot by introducing its open-source software into cars ahead... 
643," Feb 28, 2018 ", Ahold Delhaize CEO Unfazed by Increased Online Retail Rivalry , as the owner of U.S. grocery-delivery service Peapod squares off against fast-growing Amazon.com Inc.Amazon’s move into grocery stores by acquiring Whole Foods Market Inc. last year was seen as... 
644," Mar 2, 2018 ", Tech Group Says U.S. Unlikely to Back Off on H-1B Spouses Rule ," president of government affairs at the Information Technology Industry Council, which counts Amazon.com Inc., Facebook Inc. and Google among its members. He said the delay shows the agency is ""refining... "
645," Feb 27, 2018 ", ‘Amazon Effect’ Is Hiking Pay and Fueling Land Rush in U.S. ," arrivals includes Amazon.com, Williams-Sonoma, and FedEx.Larry Feinstein, chief executive officer of Hire Dynamics, says the local labor market was already tight when Amazon.com Inc. opened a 1... "
646," Mar 2, 2018 ", Mike Ashley Gives Weary Debenhams Shareholders a Glimpse of Hope ," percent over the past year as sales were pummeled by a flight of customers to online retailers like Amazon.com Inc.“Should Mr. Ashley bid, let us hope he can make for a brighter future for Debenhams,”... "
647," Mar 2, 2018 "," Gap 4Q 2017 Earnings: Solid Results, Soft Underbelly "," heavily in stylish private-label clothing brands. Walmart Inc. is also ramping up on this, as is Amazon.com Inc. Meanwhile, the mid-priced turf where Gap and Banana Republic reside has generally been... "
648," Mar 1, 2018 "," With Dell Merger Speculation Swirling, VMware Reports 14% Sales Growth ", move to the cloud and other newer technologies. It has struck a deal with leading cloud vendor Amazon.com Inc. to combine the two companies’ offerings and is relying on growth in its networking software... 
649," Mar 2, 2018 ", J.C. Penney and Foot Locker Sink After Weak Sales Results ," picture brightened in recent months. Foot traffic remains sluggish at many American malls, and Amazon.com Inc. gobbled up about half of the e-commerce growth during the holidays.The industry also... "
650," Mar 1, 2018 ", Express Scripts Needs to Get Vertical , potential clients still need to be settled. And holding on to clients is likely to get tougher.Amazon.com Inc. reportedly contracts with Express Scripts for pharmacy benefit services and seems likely... 
651," Feb 26, 2018 "," Distribution Is Key for Amazon on Health Care, Says UBS's Forbes "," Source: Bloomberg, 02:59                                                                                                                        Jim Forbes, vice chairman at UBS Investment Bank... "
652," Mar 2, 2018 "," Jeff Bezos Has Spent $42 Million Building a Clock to Run 10,000 Years "," which is designed to run for at least 10 millennia, without any need for human intervention. Amazon founder Jeff Bezos took an interest in the project six years ago, and has funded it to the tune... "
653," Mar 2, 2018 ", JD.com Posts Wider-Than-Expected Loss on Logistics Spending ," in the U.S. and Europe, where he faces fierce competition from Alibaba Group Holding Ltd. and Amazon.com Inc.“JD is in the midst of a multi-layered battle for the future of retail in China, and... "
654," Mar 1, 2018 ", Former Hedge Fund Manager Whitney Tilson Puts His Kids' College Savings Into Just Five Stocks ," , 25 percent in real estate company Howard Hughes Corp., and 25 percent “evenly split” among Amazon.com Inc., Alphabet Inc. and Facebook Inc. (or three of the five members of FAANG). He even posted... "
655," Mar 2, 2018 ", These Household Giants Are Being Battered By Technology , consultants like Accenture Plc and Deloitte LLP poach digital marketing work.Disrupting H&M: Amazon and E-CommerceSwedish retailer Hennes & Mauritz AB used to have a formula for growth in fast... 
656," Mar 1, 2018 "," Trump Throws a Wrench in Global Trading System, Powell's Economy "," East Central Bank Governors‘Amazon Effect’ Is Hiking Pay and Fueling Land Rush in U.S.As Dubai Comes of Age, Its Biggest Challenge Is to Keep GrowingBrexit and Amazon Take Toll as Toys ‘R’ Us U... "
657," Mar 1, 2018 ", Zara Hipsters Transform Its Hometown Into a Spanish Powerhouse ," recently, Inditex is bolstering its online business to beat rivals and meet the rising pressure of Amazon.com Inc.Inditex's Success StoryBig SpendersFor the region around A Coruna, Inditex’s continued... "
658," Mar 1, 2018 ", Why Measuring Inflation Is Such a Tricky Business: QuickTake , take off.2. Why has inflation been so weak?No one knows. There are a few possible suspects: Amazon’s low prices could be keeping other prices down; there might have been more unemployed people... 
659," Mar 1, 2018 ", SoftBank Leads $535 Million Investment in DoorDash Delivery App ," $1.4 billion and gives the company a boost in the highly competitive food-delivery business. Amazon.com Inc., GrubHub Inc., Square Inc. and Uber Technologies Inc., along with a bunch of startups... "
660," Mar 1, 2018 ", SoftBank Leads $535 Million Investment in DoorDash Delivery App ," $1.4 billion and gives the company a boost in the highly competitive food-delivery business. Amazon.com Inc., GrubHub Inc., Square Inc. and Uber Technologies Inc., along with a bunch of startups... "
661," Feb 28, 2018 "," Best Emerging-Market Stock Fund Is Betting Big on Alibaba, Baidu ", we’ve compared Amazon’s competitive landscape with Alibaba’s competitive landscape. We’ve realized that there are components of Alibaba like AliPay that doesn’t exist in an Amazon and there’s no... 
662," Feb 28, 2018 "," Bloomberg Markets: Value Bond Picking, Commodity ETFs "," the NYSE under the symbol ""SPOT"" Spencer Soper Technology Reporter Bloomberg News Discussing Amazon, Apple Struggle to Sit Out NRA Gun-Control Debate. Joseph Gerard Kinahan Chief Market Strategist... "
